v01000	v04001	v04002	v14201_541	v14202_541	v14205_541	v14204_541	v14206_541	v14203_541	
50468,1972,11,16311,9932744,6626,9685,9932744,9932744,
50468,1972,12,13505,9932744,5969,7536,9932744,9932744,
50468,1973,1,17717,9932744,7523,10194,9932744,9932744,
50468,1973,2,28792,9932744,11326,17466,9932744,9932744,
50468,1973,3,49936,9932744,17972,31964,9932744,9932744,
50468,1973,4,41257,9932744,23145,18112,9932744,9932744,
50468,1973,5,47995,9932744,24388,23607,9932744,9932744,
50468,1973,6,77632,9932744,23202,54430,9932744,9932744,
50468,1973,7,60130,9932744,22108,38022,9932744,9932744,
50468,1973,8,50913,9932744,20904,30009,9932744,9932744,
50468,1973,9,51132,9932744,13578,37554,9932744,9932744,
50468,1973,10,31556,9932744,12262,19294,9932744,9932744,
50468,1973,11,17873,9932744,6845,11028,9932744,9932744,
50468,1973,12,14410,9932744,6075,8335,9932744,9932744,
50468,1974,1,19124,9932744,5981,13143,9932744,9932744,
50468,1974,2,29560,9932744,10875,18685,9932744,9932744,
50468,1974,3,47803,9932744,14882,32921,9932744,9932744,
50468,1974,4,51991,9932744,22371,29620,9932744,9932744,
50468,1974,5,58901,9932744,27374,31527,9932744,9932744,
50468,1974,6,60611,9932744,24157,36454,9932744,9932744,
50468,1974,7,67331,9932744,27257,40074,9932744,9932744,
50468,1974,8,50870,9932744,19688,31182,9932744,9932744,
50468,1974,9,30031,9932744,13371,16660,9932744,9932744,
50468,1974,10,26015,9932744,9321,16694,9932744,9932744,
50468,1974,11,18009,9932744,6063,11946,9932744,9932744,
50468,1974,12,12668,9932744,5119,7549,9932744,9932744,
50468,1975,1,15613,9932744,7250,8363,9932744,9932744,
50468,1975,2,27322,9932744,8358,18964,9932744,9932744,
50468,1975,3,39742,9932744,14652,25090,9932744,9932744,
50468,1975,4,44054,9932744,19597,24457,9932744,9932744,
50468,1975,5,60796,9932744,22256,38540,9932744,9932744,
50468,1975,6,60855,9932744,26279,34576,9932744,9932744,
50468,1975,7,58649,9932744,22409,36240,9932744,9932744,
50468,1975,8,56549,9932744,14274,42275,9932744,9932744,
50468,1975,9,43265,9932744,13816,29449,9932744,9932744,
50468,1975,10,27971,9932744,9266,18705,9932744,9932744,
50468,1975,11,15999,9932744,6419,9580,9932744,9932744,
50468,1975,12,12703,9932744,3949,8754,9932744,9932744,
50468,1976,1,14698,9932744,5296,9402,9932744,9932744,
50468,1976,2,25186,9932744,8682,16504,9932744,9932744,
50468,1976,3,45049,9932744,15629,29420,9932744,9932744,
50468,1976,4,56696,9932744,24811,31885,9932744,9932744,
50468,1976,5,60000,9932744,26646,33354,9932744,9932744,
50468,1976,6,65637,9932744,25542,40095,9932744,9932744,
50468,1976,7,68960,9932744,23016,45944,9932744,9932744,
50468,1976,8,62559,9932744,20619,41940,9932744,9932744,
50468,1976,9,48185,9932744,15430,32755,9932744,9932744,
50468,1976,10,38324,9932744,13120,25204,9932744,9932744,
50468,1976,11,22430,9932744,8032,14398,9932744,9932744,
50468,1976,12,12739,9932744,6653,6086,9932744,9932744,
50468,1977,1,19801,9932744,6696,13105,9932744,9932744,
50468,1977,2,33152,9932744,10988,22164,9932744,9932744,
50468,1977,3,43863,9932744,14109,29754,9932744,9932744,
50468,1977,4,63507,9932744,24703,38804,9932744,9932744,
50468,1977,5,73364,9932744,30580,42784,9932744,9932744,
50468,1977,6,79036,9932744,25529,53507,9932744,9932744,
50468,1977,7,70136,9932744,22167,47969,9932744,9932744,
50468,1977,8,63609,9932744,20564,43045,9932744,9932744,
50468,1977,9,52045,9932744,18424,33621,9932744,9932744,
50468,1977,10,29132,9932744,10738,18394,9932744,9932744,
50468,1977,11,17980,9932744,7334,10646,9932744,9932744,
50468,1977,12,14910,9932744,6102,8808,9932744,9932744,
50468,1978,1,16999,9932744,6288,10711,9932744,9932744,
50468,1978,2,31841,9932744,10294,21547,9932744,9932744,
50468,1978,3,53838,9932744,18269,35569,9932744,9932744,
50468,1978,4,53474,9932744,19363,34111,9932744,9932744,
50468,1978,5,69426,9932744,27647,41779,9932744,9932744,
50468,1978,6,73953,9932744,31962,41991,9932744,9932744,
50468,1978,7,58680,9932744,24427,34253,9932744,9932744,
50468,1978,8,61013,9932744,17582,43431,9932744,9932744,
50468,1978,9,38011,9932744,12929,25082,9932744,9932744,
50468,1978,10,30067,9932744,11691,18376,9932744,9932744,
50468,1978,11,21506,9932744,5659,15847,9932744,9932744,
50468,1978,12,14235,9932744,5434,8801,9932744,9932744,
50468,1979,1,16779,9932744,6752,10027,9932744,9932744,
50468,1979,2,21740,9932744,8913,12827,9932744,9932744,
50468,1979,3,44704,9932744,14982,29722,9932744,9932744,
50468,1979,4,53492,9932744,20745,32747,9932744,9932744,
50468,1979,5,68099,9932744,25718,42381,9932744,9932744,
50468,1979,6,64156,9932744,20166,43990,9932744,9932744,
50468,1979,7,72612,9932744,28992,43620,9932744,9932744,
50468,1979,8,59083,9932744,19048,40035,9932744,9932744,
50468,1979,9,34588,9932744,10861,23727,9932744,9932744,
50468,1979,10,35235,9932744,9895,25340,9932744,9932744,
50468,1979,11,18503,9932744,7029,11474,9932744,9932744,
50468,1979,12,13416,9932744,5738,7678,9932744,9932744,
50468,1980,1,17778,9932744,7775,10003,9932744,9932744,
50468,1980,2,32380,9932744,10862,21518,9932744,9932744,
50468,1980,3,54406,9932744,18867,35539,9932744,9932744,
50468,1980,4,47870,9932744,22053,25817,9932744,9932744,
50468,1980,5,68333,9932744,26058,42275,9932744,9932744,
50468,1980,6,72746,9932744,25406,47340,9932744,9932744,
50468,1980,7,60077,9932744,28459,31618,9932744,9932744,
50468,1980,8,50509,9932744,27140,23369,9932744,9932744,
50468,1980,9,34684,9932744,14436,20248,9932744,9932744,
50468,1980,10,30261,9932744,11736,18525,9932744,9932744,
50468,1980,11,17361,9932744,6470,10891,9932744,9932744,
50468,1980,12,11201,9932744,5957,5244,9932744,9932744,
50468,1981,1,20292,9932744,7386,12906,9932744,9932744,
50468,1981,2,27223,9932744,9459,17764,9932744,9932744,
50468,1981,3,50548,9932744,17186,33362,9932744,9932744,
50468,1981,4,59632,9932744,24740,34892,9932744,9932744,
50468,1981,5,59048,9932744,29550,29498,9932744,9932744,
50468,1981,6,56489,9932744,30859,25630,9932744,9932744,
50468,1981,7,58437,9932744,29965,28472,9932744,9932744,
50468,1981,8,46829,9932744,24570,22259,9932744,9932744,
50468,1981,9,40346,9932744,18699,21647,9932744,9932744,
50468,1981,10,31997,9932744,13541,18456,9932744,9932744,
50468,1981,11,22554,9932744,8678,13876,9932744,9932744,
50468,1981,12,16545,9932744,6688,9857,9932744,9932744,
50468,1982,1,19250,9932744,7382,11868,9932744,9932744,
50468,1982,2,32877,9932744,11893,20984,9932744,9932744,
50468,1982,3,53513,9932744,20563,32950,9932744,9932744,
50468,1982,4,55217,9932744,23314,31903,9932744,9932744,
50468,1982,5,64395,9932744,26063,38332,9932744,9932744,
50468,1982,6,75408,9932744,25558,49850,9932744,9932744,
50468,1982,7,52475,9932744,25961,26514,9932744,9932744,
50468,1982,8,45537,9932744,18400,27137,9932744,9932744,
50468,1982,9,33505,9932744,14625,18880,9932744,9932744,
50468,1982,10,25538,9932744,9572,15966,9932744,9932744,
50468,1982,11,11990,9932744,6101,5889,9932744,9932744,
50468,1982,12,10808,9932744,5749,5059,9932744,9932744,
50468,1983,1,15823,9932744,8500,7323,9932744,9932744,
50468,1983,2,27043,9932744,11366,15677,9932744,9932744,
50468,1983,3,43937,9932744,17857,26080,9932744,9932744,
50468,1983,4,37121,9932744,18407,18714,9932744,9932744,
50468,1983,5,63440,9932744,24866,38574,9932744,9932744,
50468,1983,6,47686,9932744,24503,23183,9932744,9932744,
50468,1983,7,44052,9932744,21721,22331,9932744,9932744,
50468,1983,8,47354,9932744,18212,29142,9932744,9932744,
50468,1983,9,29716,9932744,14190,15526,9932744,9932744,
50468,1983,10,30314,9932744,11289,19025,9932744,9932744,
50468,1983,11,14945,9932744,6499,8446,9932744,9932744,
50468,1983,12,12739,9932744,6209,6530,9932744,9932744,
50468,1984,1,13438,9932744,6338,7100,9932744,9932744,
